age_group,workclass,education,marital_status,occupation,relationship,race,sex,hours_per_week,US_native,over_50k
35-44,Private,Bachelors,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,40,F,T
55-64,Private,Some-college,Divorced,Other-service,Not-in-family,White,Female,40,T,F
25-34,Private,HS-grad,Separated,Farming-fishing,Not-in-family,White,Male,40,T,F
15-24,Private,11th,Never-married,Handlers-cleaners,Not-in-family,White,Male,40,T,F
25-34,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,40,T,F
45-54,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,40,T,T
25-34,State-gov,HS-grad,Never-married,Exec-managerial,Not-in-family,White,Male,50,T,F
55-64,Local-gov,HS-grad,Married-civ-spouse,Protective-serv,Husband,White,Male,40,T,T
15-24,Private,Some-college,Never-married,Transport-moving,Not-in-family,White,Male,40,T,F
45-54,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,T,T
25-34,Private,HS-grad,Divorced,Sales,Unmarried,White,Female,40,T,F
25-34,Private,HS-grad,Never-married,Other-service,Not-in-family,White,Female,60,T,F
45-54,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,40,T,T
35-44,Private,12th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,42,T,F
35-44,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,T,F
45-54,Private,9th,Divorced,Other-service,Unmarried,White,Female,40,T,F
25-34,Private,Some-college,Never-married,Sales,Not-in-family,White,Female,40,T,F
15-24,Private,Some-college,Divorced,Other-service,Own-child,White,Female,40,T,F
25-34,Private,Some-college,Never-married,Craft-repair,Not-in-family,Black,Male,40,T,F
35-44,Private,Assoc-acdm,Divorced,Exec-managerial,Unmarried,Asian-Pac-Islander,Female,40,F,F
25-34,Private,HS-grad,Never-married,Tech-support,Other-relative,White,Male,40,T,F
35-44,Private,Masters,Married-civ-spouse,Craft-repair,Husband,White,Male,50,F,F
45-54,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,T,T
45-54,Private,11th,Married-civ-spouse,Other-service,Husband,White,Male,40,T,F
25-34,Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,T,F
55-64,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,55,T,F
25-34,Private,11th,Never-married,Machine-op-inspct,Not-in-family,Black,Male,40,T,F
45-54,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,60,T,T
35-44,Private,Some-college,Divorced,Adm-clerical,Unmarried,White,Female,40,T,F
35-44,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Male,40,T,T
35-44,Federal-gov,Bachelors,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,53,T,F
15-24,Private,HS-grad,Never-married,Handlers-cleaners,Not-in-family,White,Male,43,T,F
35-44,Private,11th,Married-civ-spouse,Craft-repair,Husband,White,Male,40,T,F
35-44,Private,Bachelors,Divorced,Tech-support,Unmarried,White,Female,40,T,T
45-54,Self-emp-not-inc,Some-college,Married-civ-spouse,Sales,Husband,White,Male,40,T,F
45-54,State-gov,Masters,Never-married,Prof-specialty,Not-in-family,White,Female,45,T,T
45-54,Private,5th-6th,Separated,Other-service,Unmarried,Black,Female,40,F,F
25-34,Private,Assoc-voc,Never-married,Exec-managerial,Unmarried,Black,Female,40,T,F
25-34,Private,Assoc-acdm,Married-civ-spouse,Craft-repair,Husband,White,Male,45,T,T
45-54,State-gov,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,T,T
15-24,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,40,T,F
35-44,State-gov,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,T,F
45-54,Private,5th-6th,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,F,F
35-44,Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,50,T,T
35-44,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,T,F
45-54,Private,Bachelors,Married-civ-spouse,Tech-support,Husband,White,Male,50,T,T
25-34,Private,Assoc-acdm,Never-married,Adm-clerical,Own-child,White,Female,40,T,F
45-54,Private,HS-grad,Never-married,Other-service,Not-in-family,Black,Male,52,T,F
25-34,Self-emp-not-inc,Assoc-voc,Never-married,Craft-repair,Own-child,White,Male,40,T,F
55-64,Private,HS-grad,Divorced,Other-service,Not-in-family,White,Female,40,T,F
25-34,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,45,T,F
35-44,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,T,T
45-54,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,T,F
25-34,Local-gov,HS-grad,Never-married,Farming-fishing,Not-in-family,Black,Male,60,T,F
15-24,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Wife,Black,Female,40,T,F
15-24,Private,HS-grad,Never-married,Other-service,Own-child,White,Male,40,T,F
45-54,Federal-gov,Masters,Married-civ-spouse,Exec-managerial,Other-relative,White,Male,40,T,T
25-34,Private,Bachelors,Never-married,Adm-clerical,Not-in-family,Black,Female,40,T,F
45-54,Private,Some-college,Divorced,Machine-op-inspct,Not-in-family,Black,Female,40,T,F
35-44,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,T,T
45-54,Private,Some-college,Widowed,Sales,Not-in-family,White,Female,40,T,F
55-64,Private,HS-grad,Divorced,Sales,Not-in-family,White,Female,40,T,F
15-24,Local-gov,Some-college,Never-married,Protective-serv,Own-child,White,Female,40,T,F
35-44,Self-emp-not-inc,Some-college,Divorced,Other-service,Unmarried,White,Female,40,T,F
35-44,Local-gov,Assoc-voc,Never-married,Exec-managerial,Unmarried,Amer-Indian-Eskimo,Female,40,T,F
55-64,Private,7th-8th,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,45,T,F
15-24,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Female,40,T,F
55-64,Private,Some-college,Married-spouse-absent,Exec-managerial,Unmarried,White,Female,40,T,F
45-54,Private,Some-college,Divorced,Sales,Not-in-family,Black,Female,40,T,F
35-44,Private,HS-grad,Never-married,Sales,Unmarried,White,Female,40,T,F
25-34,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Wife,Black,Female,40,T,F
55-64,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,Black,Male,40,T,F
15-24,Private,Bachelors,Never-married,Sales,Not-in-family,White,Female,40,T,F
55-64,Private,HS-grad,Separated,Machine-op-inspct,Unmarried,Black,Female,40,T,F
55-64,Private,7th-8th,Married-civ-spouse,Protective-serv,Husband,White,Male,91,T,F
25-34,Private,11th,Married-civ-spouse,Transport-moving,Husband,White,Male,50,T,F
55-64,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,60,T,F
35-44,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,55,T,F
15-24,Private,9th,Never-married,Machine-op-inspct,Not-in-family,White,Female,40,T,F
55-64,Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,60,T,F
45-54,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,40,F,T
25-34,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,T,F
35-44,Private,HS-grad,Never-married,Farming-fishing,Not-in-family,White,Male,40,T,F
25-34,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,T,F
15-24,Private,Some-college,Never-married,Sales,Own-child,White,Female,40,T,F
25-34,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,White,Male,40,T,F
35-44,Self-emp-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,50,T,F
25-34,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,50,T,T
15-24,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,White,Male,40,T,F
25-34,Private,Some-college,Never-married,Tech-support,Not-in-family,White,Female,40,T,F
55-64,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,45,T,T
35-44,Private,Some-college,Never-married,Adm-clerical,Other-relative,Black,Female,40,T,F
55-64,Self-emp-inc,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,T,T
35-44,Federal-gov,Assoc-voc,Married-civ-spouse,Tech-support,Husband,White,Male,40,T,F
45-54,Self-emp-not-inc,Bachelors,Divorced,Transport-moving,Not-in-family,White,Male,65,T,F
25-34,Self-emp-not-inc,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,55,T,F
35-44,Self-emp-inc,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Male,65,T,T
45-54,State-gov,HS-grad,Married-civ-spouse,Protective-serv,Husband,White,Male,40,T,T
65+,Self-emp-inc,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,T,F
35-44,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,45,T,T
55-64,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,T,T
25-34,Private,HS-grad,Never-married,Other-service,Own-child,White,Male,40,T,F
15-24,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,White,Male,40,T,F
45-54,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,Black,Female,40,T,F
25-34,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,42,T,T
35-44,Self-emp-inc,Assoc-voc,Married-civ-spouse,Exec-managerial,Husband,White,Male,52,T,T
25-34,Private,HS-grad,Divorced,Other-service,Not-in-family,White,Female,40,F,F
15-24,Private,HS-grad,Never-married,Sales,Unmarried,White,Female,40,T,F
45-54,Private,12th,Married-civ-spouse,Transport-moving,Husband,Black,Male,40,T,F
25-34,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,40,T,T
25-34,State-gov,Bachelors,Never-married,Prof-specialty,Own-child,White,Male,46,T,F
35-44,Private,Some-college,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,T,T
45-54,Local-gov,HS-grad,Married-civ-spouse,Protective-serv,Husband,White,Male,56,T,T
45-54,Self-emp-inc,Bachelors,Never-married,Sales,Not-in-family,White,Male,60,T,F
25-34,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,65,T,T
15-24,Private,Some-college,Never-married,Sales,Not-in-family,White,Male,40,T,F
25-34,Federal-gov,Some-college,Married-civ-spouse,Protective-serv,Husband,White,Male,72,T,F
45-54,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,T,F
45-54,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,Black,Male,40,T,F
25-34,Federal-gov,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,T,T
35-44,Self-emp-inc,Bachelors,Married-civ-spouse,Sales,Own-child,Asian-Pac-Islander,Female,40,F,T
55-64,Federal-gov,HS-grad,Married-spouse-absent,Handlers-cleaners,Not-in-family,White,Male,40,T,F
15-24,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,T,F
35-44,Private,Assoc-voc,Divorced,Prof-specialty,Not-in-family,White,Female,40,T,F
25-34,Private,Some-college,Never-married,Other-service,Own-child,White,Female,50,T,F
25-34,Private,Some-college,Divorced,Machine-op-inspct,Unmarried,Amer-Indian-Eskimo,Male,40,T,F
55-64,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,40,F,T
25-34,Private,HS-grad,Never-married,Tech-support,Not-in-family,White,Female,40,T,F
25-34,Private,Some-college,Married-civ-spouse,Tech-support,Husband,White,Male,50,T,F
45-54,Private,Masters,Never-married,Prof-specialty,Not-in-family,White,Female,40,T,F
25-34,Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,40,F,T
55-64,State-gov,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,T,F
55-64,Private,HS-grad,Married-civ-spouse,Sales,Husband,Black,Male,40,T,F
35-44,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,50,T,T
25-34,Private,Bachelors,Never-married,Sales,Not-in-family,White,Male,40,T,T
45-54,Private,11th,Never-married,Machine-op-inspct,Unmarried,White,Male,40,F,F
25-34,Private,HS-grad,Never-married,Craft-repair,Unmarried,White,Male,40,T,F
55-64,Private,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,78,T,F
15-24,Private,HS-grad,Never-married,Machine-op-inspct,Own-child,White,Female,48,T,F
25-34,Private,HS-grad,Married-spouse-absent,Other-service,Not-in-family,Other,Female,40,F,F
25-34,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,42,T,F
15-24,Private,HS-grad,Never-married,Other-service,Own-child,White,Female,40,T,F
25-34,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,T,F
45-54,Private,HS-grad,Divorced,Transport-moving,Unmarried,White,Male,40,T,F
45-54,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,42,T,T
55-64,Private,Bachelors,Widowed,Exec-managerial,Not-in-family,White,Male,50,T,T
25-34,Private,Some-college,Divorced,Craft-repair,Own-child,White,Male,40,T,F
35-44,State-gov,Bachelors,Never-married,Exec-managerial,Not-in-family,Asian-Pac-Islander,Female,45,T,F
35-44,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,T,F
25-34,Local-gov,Bachelors,Divorced,Prof-specialty,Not-in-family,White,Female,40,T,F
25-34,Private,Assoc-voc,Married-civ-spouse,Other-service,Husband,White,Male,40,T,T
35-44,Private,HS-grad,Never-married,Sales,Not-in-family,Black,Female,44,T,F
15-24,Private,Bachelors,Never-married,Exec-managerial,Own-child,White,Male,40,T,F
35-44,Federal-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,T,T
15-24,Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,T,F
35-44,Private,Some-college,Married-civ-spouse,Protective-serv,Husband,White,Male,40,T,F
35-44,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,62,T,F
25-34,Private,HS-grad,Never-married,Machine-op-inspct,Not-in-family,White,Male,45,T,F
25-34,Local-gov,Some-college,Married-civ-spouse,Other-service,Husband,White,Male,40,T,F
25-34,Local-gov,Bachelors,Married-civ-spouse,Protective-serv,Husband,White,Male,40,T,F
25-34,Private,11th,Never-married,Craft-repair,Not-in-family,White,Male,40,T,F
25-34,Self-emp-inc,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,F,T
65+,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,40,T,F
55-64,Self-emp-not-inc,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,T,T
35-44,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,50,T,F
15-24,Self-emp-not-inc,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,T,F
25-34,Private,Bachelors,Never-married,Tech-support,Not-in-family,White,Female,45,T,T
25-34,Federal-gov,Some-college,Never-married,Adm-clerical,Other-relative,White,Male,40,T,F
35-44,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,T,T
15-24,Private,Some-college,Never-married,Farming-fishing,Own-child,White,Male,40,T,F
45-54,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,T,T
15-24,Private,Bachelors,Never-married,Other-service,Not-in-family,White,Male,40,T,F
45-54,Private,9th,Married-civ-spouse,Machine-op-inspct,Other-relative,Asian-Pac-Islander,Female,45,F,F
55-64,Federal-gov,Some-college,Divorced,Prof-specialty,Not-in-family,White,Male,48,T,T
45-54,Self-emp-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,T,T
25-34,Private,HS-grad,Never-married,Sales,Not-in-family,White,Male,40,T,F
25-34,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,40,T,T
25-34,Private,Assoc-voc,Married-civ-spouse,Tech-support,Wife,White,Female,40,T,F
55-64,Private,5th-6th,Divorced,Other-service,Not-in-family,White,Female,40,T,F
35-44,Private,Some-college,Divorced,Machine-op-inspct,Unmarried,White,Male,58,T,T
15-24,Private,HS-grad,Never-married,Other-service,Not-in-family,White,Female,40,T,F
35-44,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,T,T
25-34,Private,HS-grad,Never-married,Handlers-cleaners,Not-in-family,White,Male,40,T,F
35-44,Private,Some-college,Married-civ-spouse,Other-service,Wife,White,Female,40,T,F
45-54,Private,Bachelors,Married-civ-spouse,Transport-moving,Husband,White,Male,40,T,T
55-64,Private,Some-college,Married-civ-spouse,Protective-serv,Husband,White,Male,40,T,F
45-54,Private,10th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,50,T,F
55-64,Private,Doctorate,Never-married,Prof-specialty,Not-in-family,White,Male,50,T,F
35-44,Private,Some-college,Married-spouse-absent,Craft-repair,Not-in-family,White,Male,40,T,F
25-34,Private,HS-grad,Never-married,Handlers-cleaners,Other-relative,White,Male,45,T,F
15-24,Private,Some-college,Never-married,Sales,Own-child,White,Female,40,T,F
55-64,Local-gov,HS-grad,Widowed,Prof-specialty,Not-in-family,White,Female,40,T,F
25-34,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Wife,Black,Female,40,T,F
25-34,Self-emp-inc,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,62,T,T
45-54,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Male,40,T,F
45-54,Federal-gov,Bachelors,Separated,Adm-clerical,Unmarried,Black,Female,40,T,F
35-44,Federal-gov,10th,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,F,F
35-44,Private,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,45,T,F
35-44,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,T,T
45-54,State-gov,Doctorate,Married-civ-spouse,Adm-clerical,Husband,White,Male,50,T,T
35-44,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,55,T,F
15-24,Private,Some-college,Never-married,Tech-support,Own-child,White,Female,40,T,F
25-34,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,F,T
35-44,Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,T,F
25-34,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,T,F
35-44,Private,Bachelors,Divorced,Exec-managerial,Not-in-family,White,Female,40,T,F
35-44,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,60,T,T
35-44,Private,HS-grad,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,T,T
25-34,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,65,T,F
35-44,Federal-gov,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,T,F
35-44,Self-emp-not-inc,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,60,T,F
35-44,State-gov,Masters,Divorced,Exec-managerial,Not-in-family,White,Female,50,T,T
55-64,Private,11th,Married-civ-spouse,Craft-repair,Husband,White,Male,40,T,F
35-44,Private,Bachelors,Separated,Other-service,Other-relative,Black,Male,50,T,F
35-44,Self-emp-not-inc,Some-college,Married-civ-spouse,Farming-fishing,Husband,White,Male,84,T,F
25-34,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,T,F
55-64,Private,HS-grad,Widowed,Adm-clerical,Not-in-family,White,Female,40,T,F
55-64,Private,9th,Widowed,Other-service,Unmarried,Black,Female,40,T,F
15-24,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Female,40,T,F
25-34,Private,11th,Married-civ-spouse,Farming-fishing,Husband,White,Male,40,T,F
45-54,Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,T,T
25-34,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,T,T
25-34,Private,Assoc-acdm,Never-married,Adm-clerical,Not-in-family,White,Female,45,T,F
35-44,Federal-gov,Some-college,Divorced,Adm-clerical,Not-in-family,White,Female,50,T,F
35-44,State-gov,Bachelors,Married-civ-spouse,Protective-serv,Husband,White,Male,44,T,T
